doc,summary_sim_ours,summary_sim_llm,halluc_ours,halluc_llm,qa_anchor_ours,qa_anchor_llm,qa_match_ours,qa_match_llm,risk_count_ours,risk_count_llm,risk_ori_ours,risk_ori_llm
계약직_근로계약서_1_2,0.3316460847854614,0.3702988922595978,0.0,0.0,0.8465607762336731,0.7787309288978577,0.8677705526351929,0.5544079542160034,3,2,0.8815786441167196,0.8010833263397217
계약직_근로계약서_2_1,0.5729618072509766,0.5455645322799683,0.0,0.0,0.9246907631556193,0.8537677705287934,0.5409418344497681,0.6159008622169495,12,8,0.8349329034487406,0.8503059446811676
계약직_근로계약서_3_1,0.550101101398468,,0.0,,0.8994172215461731,0.7945854961872101,0.7357319593429565,0.666844884554545,16,6,0.9478996656835079,0.8686547180016836
계약직_근로계약서_4_2,0.5075926780700684,0.4231151342391968,0.0,0.0,0.9357039332389832,0.8115883767604828,0.5847983956336975,0.6469043493270874,15,1,0.9140759984652201,0.7959228754043579
계약직_근로계약서_5_1,,,,,0.7144337892532349,0.830350112915039,0.4357462525367737,0.5528212070465088,13,15,0.8606712497197665,0.8137926936149598
인턴_근로계약서_1_1,0.6080217361450195,0.6824853420257568,0.0,0.0,0.8007133901119232,0.7731405556201935,0.37012842297554016,0.5210735023021698,5,6,0.9130663990974426,0.7985978424549103
인턴_근로계약서_2_3,0.5107437968254089,0.490275502204895,0.0,0.0,0.8530733436346054,0.8075411975383758,0.4842739701271057,0.6342559218406677,12,6,0.9170300513505936,0.8213030397891998
정규직_근로계약서_1_3,0.5314055681228638,0.4843238294124603,0.0,0.0,0.901622474193573,0.7551925778388977,0.5628809332847595,0.6521986126899719,8,3,0.950658306479454,0.773156980673472
정규직_근로계약서_2_2,,0.6109430193901062,,0.0,0.7502952516078949,0.8292193785309792,0.7201791405677795,0.6465357467532158,11,4,0.8374624198133295,0.8489665985107422
정규직_근로계약서_3_2,,0.6116856336593628,,0.0,0.8017190098762512,0.7531499564647675,0.5218498706817627,0.6360146105289459,12,8,0.8657222886880239,0.8018094748258591
정규직_근로계약서_4_1,0.6538485288619995,0.7259455323219299,0.0,0.0,0.8957441449165344,0.9331027120351791,0.5326999425888062,0.6536546647548676,16,2,0.8556487038731575,0.949698805809021
정규직_근로계약서_5_1,,0.4767434597015381,,0.0,0.7641464471817017,0.7856723566850027,0.7260117530822754,0.5639976660410563,13,3,0.9085814127555261,0.8361682693163554
