doc,summary_sim_ours,summary_sim_llm,halluc_ours,halluc_llm,qa_anchor_ours,qa_anchor_llm,qa_match_ours,qa_match_llm,risk_count_ours,risk_count_llm,risk_ori_ours,risk_ori_llm
어플리케이션_이용약관_1_1,0.8625130653381348,0.5366348028182983,0.0,0.0,0.982750877737999,0.8678374886512756,0.591254711151123,0.6092386245727539,11,2,0.8731374090368097,0.945734977722168
어플리케이션_이용약관_2_1,0.9178248643875122,0.5731649398803711,0.0,0.0,0.9787708009992327,0.9197365492582321,0.6576776504516602,0.611255943775177,11,4,0.9219635454091158,0.9228576868772507
애플리케이션_이용약관_3_2,0.8290453553199768,0.6695754528045654,0.0,0.0,0.9567800164222717,0.9302121897538503,0.5711015462875366,0.4975544214248657,15,4,0.9358091076215108,0.939442053437233
영상스트리밍_이용약관_1_1,0.8180023431777954,0.5773383378982544,0.0,0.0,0.9806482344865799,0.9080032706260681,0.8615312576293945,0.7861205339431763,15,1,0.8793183088302612,0.9651009440422058
영상스트리밍_이용약관_2_2,0.782212495803833,0.625261664390564,0.0,0.0,0.827220618724823,0.8357740839322408,0.7053215503692627,0.6149014234542847,10,5,0.9522805511951447,0.9395426988601685
영상스트리밍_이용약관_3_1,0.7824307084083557,0.5270742177963257,0.0,0.0,0.9168916940689087,0.8721159547567368,0.6872423887252808,0.7095299065113068,17,4,0.8090901374816895,0.8628499954938889
영상스트리밍_이용약관_4_2,0.7902187705039978,0.7481768131256104,0.0,0.0,0.8510924577713013,0.8699190467596054,0.36739382147789,0.6897193491458893,18,7,0.7947912547323439,0.8879675013678414
영상스트리밍_이용약관_5_3,0.7927590012550354,,0.0,,0.9403366595506668,0.75832349807024,0.5505428910255432,0.4790835678577423,20,8,0.7478488713502884,0.7812682017683983
커머스_이용약관_1_1,0.8054642677307129,0.8396468758583069,0.0,0.0,0.9356144865353903,0.9201189478238424,0.6764389276504517,0.6096085906028748,12,6,0.9375831385453542,0.9138153890768687
커머스_이용약관_2_3,0.9077421426773071,0.8984612226486206,0.0,0.0,0.9660316705703735,0.9052607119083405,0.6633195877075195,0.682742158571879,15,3,0.8261081616083781,0.8804009755452474
커머스_이용약관_3_2,0.8400113582611084,0.7532214522361755,0.0,0.0,0.9352878928184509,0.8678272366523743,0.8766762018203735,0.6996831595897675,15,5,0.8870494922002157,0.8860859632492065
커머스_이용약관_4_2,0.7943348288536072,0.7969150543212891,0.0,0.0,0.9653133749961853,0.8727507665753365,0.7609041929244995,0.6812673211097717,7,4,0.8500373959541321,0.8240796625614166
